Date and Time Reported,City,Summary
06/20/1983 13:00,"Balderton Newark on Trent, Nottinghamshire (UK/England)",3 of us witnessed three in daylight on a summers day a metal missile shape objects with silence and meatl fins
06/01/1983 18:45,Attleborough,"I was walking out to a friends, she was having a makeup party. Think it was just before 7pm"
05/13/1983 17:00,London (UK/England),"silver disc sighted on Waterloo Bridge, London, England in 1983"
03/03/1983 13:00,London (UK/England),A strange object but no cigar
02/10/1983 22:00,Wallasey,watching 8 black triangles in the sky 1983
07/20/1982 22:30,"Bethesten, Kent (UK/England)","Travelling horizontally, appro' 1 mile away, a green glowing fireball travelled with no sound."
06/30/1982 03:00,Leicester (UK/England),Alien standing at the bottom of my bed.
01/07/1982 13:00,London (UK/England),SPHERICAL UFO sighted 20 METERS away IN BROAD DAYLIGHT for 15 min
01/01/1982 17:00,Newcastle (UK/England),"size,shape,were all unusaul but the speed at the flightpath it adopted prier to disapearering was beyond this planets compensation."
06/15/1981 10:00,Reading (UK/England),"Bright silver disc flying alongside Concorde, before flying off at extreme speed"
05/11/1981 23:00,Warminster (UK/England),"Hi, My signting was a long time ago (1981). Although at the time I went to the Police station and reported the sighting and told everyo"
12/27/1980 01:00,RAF Bentwaters (UK/England),Additional information (eyewitness account) of the Bentwaters Incident
12/27/1980 00:00,Clacton,Believe this to be linked to u.s airbase bentwaters known as the rendlesham forest incident 1980
12/11/1980 23:45,Birmingham (UK/England),a huge roaring sound of some kind of animal sounding much bigger than a lion ..
09/14/1980 19:00,Todmorden (UK/England),1 craft was seen at close range no more than 30 feet away looked like a hovercraft with a bank of dark black windows dull silver in col
09/11/1980 00:00,UK/England,"the sightings that are beeing reported today, I and my workmates saw back in november 1980. we saw one main sphere and others coming to"
08/30/1980 20:00,Llandudno (UK/Wales),there were lights on the object
07/10/1980 14:30,Brookwood (UK/England),Silent silver egg shaped object flying slowly at around 500-1000' in the UK.
07/01/1980 21:00,Heacham,"2 equilateral triangular shapes formed by white lights at each point, spinning slowly directly above us, all sound around us stopped"
06/15/1980 10:30,Southampton (UK/England),silver domed saucer spotted in southampton england 1980
06/01/1980 18:30,Birmingham (UK/England),what's that a moveing star?
06/01/1980 18:00,London (UK/England),"SAW A FLYING SAUCER CLOSE UP, IN THE MIDDLE OF LONDON JUST BEFORE MORNING RUSH OUR ?"
06/01/1980 09:00,Plymouth (UK/England),"HELLO THERE.I LIVE IN PLYMOUTH,DEVON IN THE SOUTH WEST OF ENGLAND,WHERE THIS SIGHTING OCCURED.IT WAS A LONG TIME AGO,AROUND 1980, THAT"
04/04/1980 22:00,Leamington Spa (UK/England),"FOR STEELING, IT WAS APPROX 12 TO 15 FEET HIGH AND WAS PURE LIGHT SHAPED LIKE A SQUARE ARMED AND LEGGED ROBOT,"
03/01/1980 19:35,Maldon (UK/England),a flap opened on the craft and beings walked out
02/06/1980 20:22,Derby (UK/England),"Walking North in a quiet town street,with my wife, I glanced over my right shoulder and saw an object flying across the dark sky. I cri"
01/10/1980 21:00,Bletchley,A very bright orb/sphere decended down and hovered right in front of us and it also made a loud humming noise
12/31/1979 18:00,Sunderland,UFO white with orange glow and tail spotted above houses moving fast and changing direction sharply. Electricity then cut in the house
12/11/1979 23:16,Birmingham,Ball of flame just above treetop height
12/04/1979 20:00,Burnley (UK/England),"Hi my name is Mark,i was nine at the time i saw what now i percieve as a dream and i cannot differenciate as anything other than that b"
11/04/1979 16:00,Milford Haven (UK/England),"a stationery object in the sky, north of saudi arabia."
10/01/1979 12:00,"Morden, Surrey (UK/England)",Spinning metallic object.
09/14/1979 22:00,Sunderland,"Pastel coloured bulbs, white centre, grey coloured surround"
08/23/1979 22:30,"Leeds, West Yorks (UK/England)",HBCCUFO CANADIAN REPORT: My wife and I have seen two flying saucers.
08/01/1979 16:00,Manchester (UK/England),at the speeds this craft moved it would take a few minutes to cross the atlantic and travel from the uk to usa
07/14/1979 22:00,Motherwell (UK/Scotland),HBCCUFO CANADIAN REPORT: The objects were both orange in colour and seemed to shimmer with long flowing tendrils.
06/01/1979 22:00,Sunderland,"It had 6 coloured bulbs 1 white in the centre surrounded by 5 coloured bulbs , it hovered rotated tilted then zoomed away to a higher h"
06/01/1979 21:00,Hemel Hempstead (UK/England),"clear bright night ,moon to the right behind a single cloud,we were driving up over Box hill which loooks down onto the town,on a narro"
06/01/1979 20:00,Hamilton (UK/Scotland),Fast moving small bright light
06/01/1979 17:00,UK/England,METALIC SPHERE
06/01/1979 15:30,Birmingham (UK/England),Followed for a while and missing time.
04/14/1979 22:47,Cheshire (UK/England,"It shone a little brighter than the other stars, which is what caught my attention."
04/12/1979 06:30,Stirling (UK/Scotland),mothership and three discs
10/19/1978 13:00,Kimbolton,No sound no lights black windows very fast
09/16/1978 21:30,Edinburgh (UK/Scotland),object speeds off turning at right angles as it goes
09/15/1978 21:00,"Wootton Bridge, Isle of Wight (UK/England)",Squat 'arrow' shaped craft seen over Wootton on the Isle of Wight
09/11/1978 00:00,Reading (UK/England),UK is Reading in to it??
08/30/1978 22:00,Bristol (UK/England),"""like someone had hung christmas deccy's in the sky"""
07/15/1978 13:00,UK/England,"sphere hovering by tree, witnessed by four"
07/07/1978 15:00,Salisbury (UK/England),"silent lights in the sky ,appearing and dissappearing ,about 30 m.p.h. over a millatary airfield."
06/15/1978 22:00,Brighton and Hove,"Elongated triangle with lights went over from south to north, completely silent, craft was long- a few hundred yards at least"
06/15/1978 02:00,Manchester (UK/England),weird lights sighted by brothers & only recalled years later.
06/01/1978 06:30,Felixstowe (UK/England),jUST TO MAKE SURE PLEASE DO NOT INCLUDE MY NAME ON ANY PUBLISHED FORMAT
02/23/1978 01:48,Braintree and RAF Weatherfield (between) (UK/England),"I was active duty (USAF) at the time, I was driving home (car-pooling) with a fellow worker, his name is Mike Bugno. We were in his VW"
02/07/1978 19:30,Wembly (UK/England),ball lightining
01/10/1978 20:00,Walberswick Suffolk (UK/England),Saw flying saucer with coloured lights in 1978 and then a different craft in 1979.
01/10/1978 16:00,"Gateshead,Tyne & Wear (UK/England)",Huge aeroplane/no sound travelling overhead
01/08/1978 22:00,Cardiff (UK/Wales),"light in the sky splits into 3, one of which is observed to be a huge triangle"
01/01/1978 00:00,London (UK/Englnd),"Twin-disc 'pivoting' UFO observed to rapidly cross the skies of Slough, U.K., in 1977/ 1978."
11/02/1977 16:00,,metallic disc silent no movement no windows
08/07/1977 11:00,UK/Scotland,very large silver sphere causing cloud emmisions slow and straight
07/19/1977 15:00,Edinburgh (UK/Scotland),"Huge craft appeared slowly in the west,it looked to be very large for something that was at least two miles away(approx)it travelled ve"
07/15/1977 21:00,Glasgow (UK/Scotland),Observed two large shimmering orange sphere's float up into the overcast sky.
06/15/1977 03:20,Chadwell St Mary (UK/England),Somethings going on for sure.
06/15/1977 00:00,London ((UK/England),please understand that what i saw was many years ago. i was about 17 years of age at the time when i looked out of the kitchen window a
05/15/1977 02:00,Kilmarnock (UK/England),Whisper quiet hovering craft.
03/12/1977 18:14,Warton,"Craft matched our car near Warton, parents terrified; pub saw it too. Car frozen after. Have unusual abilities since."
12/04/1976 14:00,Hull (UK/England),"SMALL OBJECT DARK GREY TO BLACK, APPROX 18 - 24 INCHES ACROSS, ABOUT 12 INCHES IN HEIGHT, WAS STATIONARY AT ABOUT 40 FEET IN THE AIR, S"
10/10/1976 22:00,Stoke Mandeville (UK/England),White object over Buckinghamshire UK.
09/15/1976 20:30,"Llanelli, Dyfed (UK/Wales??)","Cuboid app. 15ft - non reflective matt color, with red, blue, yellow lights with polymorphic abilities"
09/05/1976 21:00,Birmingham (UK/England),Had a close encounter with UFO which moved silently and seemed to be following and watching me.
07/20/1976 00:00,London (UK/England),"5 objects travelling in formation London, England 1976."
07/15/1976 19:00,London (UK/England),Lights in skies over london 1976
06/15/1976 05:00,Ammanford (UK/Wales),"huge bus sized object,"
06/15/1976 00:00,Cornwall (UK/England),"Classic large shape rod, looked like birds, but no flapping wings."
06/01/1976 22:00,Canterbury (UK/England),Silent saucer shaped craft joining up with a very bright white light
04/07/1976 20:00,Tring,"At 7/8, I saw two glowing white figures in my room—clear outlines, not a dream. They vanished before my mum arrived."
01/05/1976 21:00,Folkestone (UK/England),"Saucer shaped object, flying slowly and silently, with coloured lights moved towards the bright light. I signalled to it,"
08/22/1975 22:50,Horley,Bipedal sphere
08/01/1975 02:29,Chichester,Saw craft rising from across the lake
07/16/1975 18:30,Manchester (UK/England),"uk england 1975 summers day what comes next, still makes the hair stand up on my neck,29yrs on."
07/09/1975 20:30,Manchester (UK/England),Matt black triangle
07/01/1975 19:00,Hull (UK/England),"This Triangular object Burst through the clouds and then flew straight back up into them again, with a trail of clouds following it."
06/01/1975 15:00,Leeds (UK/England),"when i was 13 myself and my mother were looking at a car accident appox 200 yards from our address in seacroft leeds uk,we turned to co"
06/01/1975 00:00,Rhondda Valley (UK/Wales),"In the 2 instances I have never seen anything like it before or after,and I can confirm that there was no engine noise, and the final s"
11/03/1974 20:30,"Olney, Buckinghamshire (UK/England)",My sighting happened a long time ago in 1974 at the time i was twelve years old and had never heard of u.f.o.s let alone seen one.Some
10/10/1974 21:30,Cardiff (UK/Wales),"back in 1974 I was 19 at the time and lived in a suburb of Cardiff Wales UK called Ely, and in the distance there was a wood called Ca"
08/31/1974 13:00,"Boughton, Kent (UK/England)","Silver cylinder hovering above ground in Kent, Engalnd."
08/18/1974 23:50,Colwyn Bay (town) (UK/Wales),"object seen over wales england,in the 1970`s"
08/14/1974 22:00,Crewe,Erratic light coming towards us from a distance with bright light with black band around that hovered above lake across the road
08/01/1974 18:00,Kent (UK/England),hovered for ten seconds then sped off and vanished in a spilt second
08/01/1974 16:00,UK/Scotland,Silver circular Craft above hay field
06/30/1974 00:00,Oxford (UK/England),Please note this is way back in the 1970s when I was a kid unfortunately I do not remember the exact date. My name is Martin. Whi
06/06/1974 12:00,Derbyshire (UK/England),not sure entirely of year it was but it was a clear blue sky day and i was about 13 me and my playmate were sitting on a haystack and i
01/11/1974 03:00,Cambridge (UK/England),Bright amber/orange spherical light moving erratically at night
11/05/1973 19:00,Liverpool,"Two Red Orbs (Bright) high up slowly weaving about each other, 3 hours +"
11/01/1973 23:00,Bentwaters AFB (near Woodbridge) (UK/England),Bentwaters 1973
05/01/1973 21:14,Bristol,1974 green orb flew straight at us
03/01/1973 00:00,london,i am 85 years old and soon to leave this world and i wish to let the world know of my abduction in 1973 i have been telling this experi
12/16/1972 22:30,Gravesend (UK/England),the three lights moved horizontal 1/4- 1/2 mile then shot up at great speed at 45 % stiil horizontal
07/21/1972 01:00,Stoke-on-Trent (UK/England),the object was a bright light darting around a small patch of sky with very precise manouvers
06/01/1972 23:30,Wigan (UK/England),White small round object travelled across the sky north to south in seconds.Made no sound.
06/01/1972 01:00,Bath (UK/England),"No fading of lights, just disappeared at the same place without slowing down or making a sound...for 3 nights running."
05/15/1972 12:45,Bicester (UK/England),"Orange sphere traveling in the sky, leaving vapor trail, appears to hover w/o vapor, then proceeds to travel, leaving a vapor trail"
05/07/1972 00:00,Essex (UK/England),ODD SOUND
09/24/1971 22:00,"Worthing, Sussex (UK/England)",The Truth about UFO'S
07/25/1971 18:00,Sutton (UK/England),I have remembered this siteing every day since it equrred.The photo that someone took of the object was in the Paper.
06/15/1971 23:30,Castlefod (UK/England),I sighted the three objects at 11-30pm. They approached from the north. They came directly towards me until at one point they were virt
06/01/1971 00:00,UK/England (Devonshire),The light that shone through the window was an unbeleivably beautiful blue and looked like rays.
